ID_ALUNO;NOME;SEXO;RG;DATA_NASC;EMAIL;TELEFONE;ENDERECO
443750;Maria Alice Camargo;F;617.430.852-90;1977-07-26;maria alice.camargo@trabalhopuc.br;(021) 3452 1631;Feira Sá, 28 Vila Copasa 30823519 Cirino de Abreu / SC
922103;Alice Ribeiro;F;285.610.473-80;1995-04-21;alice.ribeiro@trabalhopuc.br;+55 84 6191 3139;Colônia de Leão, 7 Dona Clara 12083479 Brito de Correia / RS
71235;Valentim Andrade;M;625.973.810-21;1994-01-30;valentim.andrade@trabalhopuc.br;+55 (011) 5716-5680;Lago da Paz, 76 Maravilha 82706-943 da Conceição de Goiás / MG
186428;Mathias Cardoso;M;920.173.854-41;1977-11-26;mathias.cardoso@trabalhopuc.br;+55 61 8173-5438;Quadra de Oliveira, 99 Jardim Atlântico 24561478 da Mota / PE
987330;Laís Teixeira;F;082.916.375-12;1961-02-27;laís.teixeira@trabalhopuc.br;+55 (011) 4165 4001;Vale Letícia Martins, 40 Padre Eustáquio 17554310 Gonçalves / AL
148223;Bárbara Silva;F;182.574.396-73;1980-02-21;bárbara.silva@trabalhopuc.br;(041) 7121-1020;Trecho de Abreu, 6 Mala E Cuia 33116-799 Gomes / SP
619079;Isabel Sampaio;F;086.957.143-57;1955-01-14;isabel.sampaio@trabalhopuc.br;(071) 1022-4101;Avenida Pedro Miguel Gonçalves, 55 Sion 09319372 Pimenta Grande / ES
979073;Maria Alice Rodrigues;F;804.952.761-11;1968-02-16;maria alice.rodrigues@trabalhopuc.br;61 9556-2209;Núcleo Vargas, 71 Vila Santo Antônio 53189-886 Teixeira / RN
466452;Cauê da Conceição;M;639.742.581-91;1970-04-21;cauê.daconceição@trabalhopuc.br;(021) 4136 7979;Travessa Martins, 48 Nova Vista 34972-851 Pastor / MG
929784;Ana Mendonça;F;317.485.926-37;1953-01-13;ana.mendonça@trabalhopuc.br;0300 888 8329;Favela Garcia, 5 Leonina 66738433 da Mata das Flores / ES
831430;Alana Jesus;F;601.385.942-60;1972-10-03;alana.jesus@trabalhopuc.br;(051) 0931 5706;Viaduto Maria Fernanda Lima, 3 Belvedere 92115-216 Pastor Paulista / AL
865686;Nicole Pinto;F;452.367.190-70;1953-01-28;nicole.pinto@trabalhopuc.br;+55 (031) 8186 0919;Rua Silva, 52 Maravilha 82936-777 da Paz de Goiás / PR
514591;Levi Mendes;M;493.207.156-61;1991-08-31;levi.mendes@trabalhopuc.br;+55 71 1493 7180;Estação Augusto Leão, 92 Vila Mangueiras 52757-549 da Rosa / RN
790580;Levi Vasconcelos;M;312.496.857-37;1979-04-13;levi.vasconcelos@trabalhopuc.br;0900 081 4937;Vila Isabela Cavalcante, 509 Túnel De Ibirité 29265002 Viana Grande / PI
440711;João Nunes;M;230.975.468-47;1986-03-04;joão.nunes@trabalhopuc.br;+55 61 4168-6217;Distrito de Vieira, 572 Silveira 43194-972 Sá dos Dourados / GO
532224;Davi Silva;M;463.195.702-61;1990-04-05;davi.silva@trabalhopuc.br;(051) 3620-9680;Vila de Cirino, 797 São Tomaz 41340164 Nascimento / SE
888877;Thiago Cavalcante;M;254.106.739-99;1972-11-22;thiago.cavalcante@trabalhopuc.br;41 8131-3145;Favela Pinto, 61 Santa Isabel 83183680 Vargas das Flores / SE
856626;Juliana Viana;F;236.740.591-34;1992-06-01;juliana.viana@trabalhopuc.br;+55 (071) 4867-6668;Parque de Silva, 3 Vila São Rafael 99919-663 Casa Grande de Ribeiro / RO
261864;Enzo Gabriel Vieira;M;958.207.416-76;1956-04-30;enzo gabriel.vieira@trabalhopuc.br;0900-300-7511;Avenida de Montenegro Vila Esplanada 81568989 Moraes / PB
629591;Sofia Barros;F;129.648.730-03;1952-12-27;sofia.barros@trabalhopuc.br;(041) 7533-1458;Rua de da Mota, 336 Jardim Alvorada 28104658 Peixoto / RJ
774174;Luiz Miguel da Mota;M;084.712.639-04;1971-09-02;luiz miguel.damota@trabalhopuc.br;(011) 7046 8017;Viaduto Heloísa Rodrigues, 99 Canadá 73956-644 da Costa / MG
837725;Maria Fernanda Jesus;F;708.164.932-78;1982-10-21;maria fernanda.jesus@trabalhopuc.br;(031) 0936-9447;Estação de da Conceição, 68 Planalto 16554-701 Peixoto do Sul / AL
169088;Otávio Vasconcelos;M;798.456.201-67;1960-09-13;otávio.vasconcelos@trabalhopuc.br;+55 84 0404-2549;Conjunto Barros, 34 Cabana Do Pai Tomás 95902-276 Santos do Campo / PE
549423;Pedro Miguel Brito;M;689.501.743-75;1950-12-05;pedro miguel.brito@trabalhopuc.br;+55 31 2098 9327;Rua Vieira, 3 Sion 68718027 Cunha de Sales / AM
281262;Maria Flor Rezende;F;976.284.315-00;1970-07-30;maria flor.rezende@trabalhopuc.br;(021) 1221-1397;Colônia Nicole da Paz, 8 Esperança 07496-996 Pinto do Campo / TO
907271;Samuel Araújo;M;479.026.138-78;1957-12-13;samuel.araújo@trabalhopuc.br;(061) 2574 6784;Travessa Marcos Vinicius Jesus, 11 Conjunto Paulo Vi 83738803 Souza / ES
299149;Pedro Abreu;M;157.648.309-66;1963-11-21;pedro.abreu@trabalhopuc.br;(051) 4161 8504;Lagoa Henry Fonseca, 23 São Bernardo 42793134 Albuquerque Verde / AC
815331;Natália Castro;F;129.348.706-69;1970-11-10;natália.castro@trabalhopuc.br;+55 (011) 2682 8038;Passarela de Cassiano, 188 Novo Glória 22558-049 Aragão Paulista / RJ
750347;Augusto Pereira;M;961.570.483-01;1973-06-18;augusto.pereira@trabalhopuc.br;0500 513 4845;Avenida da Luz, 9 Beira Linha 89199586 Cavalcante / PR
874014;Henry Gabriel Montenegro;M;156.834.927-00;1981-10-29;henry gabriel.montenegro@trabalhopuc.br;21 3460-2050;Distrito Ryan Pinto, 13 Serrano 58914699 Castro do Amparo / AP
488517;Bárbara Silveira;F;904.632.178-96;1973-07-28;bárbara.silveira@trabalhopuc.br;+55 (031) 9737-7563;Via Natália Melo, 57 Lajedo 47561547 Caldeira da Praia / AP
159268;Bella Nunes;F;461.589.072-94;1950-05-15;bella.nunes@trabalhopuc.br;84 3805-4595;Esplanada de Pimenta, 32 Nova America 44159-662 Garcia do Sul / MA
209485;Mateus Mendonça;M;837.160.429-78;1952-04-24;mateus.mendonça@trabalhopuc.br;0800 178 4519;Jardim Kaique Moraes, 30 Xangri-Lá 05971-737 Machado das Flores / SC
505664;Mateus Fonseca;M;495.183.607-66;1986-12-23;mateus.fonseca@trabalhopuc.br;(081) 2641 9802;Área de Azevedo, 61 Conjunto Serra Verde 37190-293 da Mota / ES
848485;Yan Cunha;M;396.280.547-83;1953-08-15;yan.cunha@trabalhopuc.br;+55 51 2515 5694;Esplanada Rafael Correia, 318 Santa Branca 31465309 Garcia / AM
541952;Breno Pereira;M;097.645.138-75;1969-09-25;breno.pereira@trabalhopuc.br;0900-666-8914;Área de Garcia, 798 Anchieta 28780795 da Rocha de Rodrigues / RO
659157;Théo Teixeira;M;712.649.035-61;1953-09-08;théo.teixeira@trabalhopuc.br;+55 (081) 0092-7450;Setor Marques, 92 Maria Tereza 30675154 Castro / MG
193616;Sara da Mata;F;764.905.132-34;1951-11-12;sara.damata@trabalhopuc.br;21 9801 5438;Aeroporto Marques, 566 Lourdes 40284671 Carvalho / PI
525023;Ágatha Correia;F;619.405.723-80;1950-05-29;ágatha.correia@trabalhopuc.br;0300-100-0853;Chácara de Nogueira Esperança 46863444 Lima do Amparo / AC
659020;Davi Lucca Moreira;M;735.948.162-73;1983-01-13;davi lucca.moreira@trabalhopuc.br;21 6915 5731;Fazenda da Mata, 65 Jonas Veiga 53423399 Rocha do Norte / PB
41914;Ana Cavalcante;F;053.472.861-80;1962-12-28;ana.cavalcante@trabalhopuc.br;31 9323-9064;Morro Maria Fernanda Ferreira, 5 Cenaculo 47046618 Mendonça de Caldeira / AP
46767;Antônio Aparecida;M;928.165.374-55;1971-03-02;antônio.aparecida@trabalhopuc.br;0900 037 9803;Recanto Ferreira, 94 Cdi Jatoba 80152005 Aparecida / PI
719719;Heloisa Farias;F;127.093.845-23;1991-03-22;heloisa.farias@trabalhopuc.br;61 3631-0979;Setor de Siqueira, 11 Castanheira 34329100 Oliveira de Pimenta / RN
433298;Raul da Paz;M;138.405.297-60;1986-12-22;raul.dapaz@trabalhopuc.br;61 0362 9185;Aeroporto Abreu, 3 Capitão Eduardo 48137187 Costela de Cirino / PB
513903;Thales Oliveira;M;875.469.310-10;1988-07-23;thales.oliveira@trabalhopuc.br;+55 (041) 9549-4565;Feira de Moraes, 88 Vila Engenho Nogueira 92893924 Marques do Sul / ES
526022;Isabel da Luz;F;709.361.425-61;1965-03-30;isabel.daluz@trabalhopuc.br;+55 11 9969 8397;Recanto de Lima, 79 Vila Satélite 23430-015 da Luz Paulista / RN
8660;Maria Laura Lopes;F;513.072.684-71;1986-11-30;maria laura.lopes@trabalhopuc.br;+55 (061) 3407 1439;Aeroporto de Montenegro, 80 Oeste 41111-291 Rodrigues / SC
629737;Stephany Silva;F;983.146.250-51;1995-11-06;stephany.silva@trabalhopuc.br;+55 (051) 2900-6979;Praça Alana Fogaça, 86 Vitoria Da Conquista 33076-545 Aragão de Andrade / SE
486871;Antonella Garcia;F;489.703.621-69;1984-07-18;antonella.garcia@trabalhopuc.br;+55 (011) 4015 5257;Ladeira Lopes Alta Tensão 1ª Seção 29319-736 da Paz da Prata / AM
81770;Henry Gabriel Montenegro;M;308.146.752-71;1970-05-29;henry gabriel.montenegro@trabalhopuc.br;71 8472-9671;Vereda Fernandes, 3 Pantanal 85285208 Viana / RS
708507;Rael Monteiro;M;920.731.568-86;1951-07-19;rael.monteiro@trabalhopuc.br;(061) 2928 3584;Trevo da Mota, 624 Vila Nova Gameleira 2ª Seção 27195-989 Fernandes de da Mota / RJ
436696;Cecilia Silva;F;431.608.579-48;1958-11-27;cecilia.silva@trabalhopuc.br;0800-002-7051;Viela Benjamim Borges, 69 Beira Linha 25401-140 Rezende / BA
941045;Heloísa Peixoto;F;271.543.608-44;1973-08-09;heloísa.peixoto@trabalhopuc.br;+55 (071) 1563 7255;Vila Martins, 65 São Luiz 10189-817 Andrade / RS
585432;Cecília Vasconcelos;F;231.079.854-14;1995-09-23;cecília.vasconcelos@trabalhopuc.br;+55 (071) 0552 9061;Largo de Teixeira, 458 Santa Rosa 15834-713 Vargas / BA
222853;Olívia Costela;F;642.913.750-34;1964-07-26;olívia.costela@trabalhopuc.br;+55 (041) 0375-9084;Favela de Martins Vila Nova Gameleira 1ª Seção 81166500 Monteiro / CE
992347;Maitê Viana;F;519.267.083-77;1988-11-20;maitê.viana@trabalhopuc.br;+55 (021) 8032-2888;Lagoa Maria Sophia da Cunha, 938 Bela Vitoria 01265733 da Paz de Pacheco / DF
675992;Catarina Cavalcante;F;082.576.914-02;1994-06-29;catarina.cavalcante@trabalhopuc.br;+55 (071) 8538-0968;Morro Lopes, 21 Vila Da Ária 91486812 Barros de Farias / RR
987496;Olivia Peixoto;F;183.906.457-93;1953-05-09;olivia.peixoto@trabalhopuc.br;84 8585 4991;Chácara Maria Julia Cunha, 33 Embaúbas 80689535 Costela / AP
667820;Antony Macedo;M;253.048.916-51;1988-01-02;antony.macedo@trabalhopuc.br;(041) 1896-9031;Avenida de Abreu, 113 Vila Novo São Lucas 93766817 Alves / RR
496139;Catarina Borges;F;240.836.971-13;1979-11-01;catarina.borges@trabalhopuc.br;11 6369 0855;Rodovia de Silveira, 909 Conjunto Lagoa 17157-669 Moura / RN
623300;Ryan Lima;M;314.279.506-52;1953-03-08;ryan.lima@trabalhopuc.br;+55 (061) 0721-9698;Conjunto Souza, 19 Nova Cachoeirinha 90832-234 Araújo dos Dourados / AP
957774;Heitor Leão;M;571.286.349-91;1982-09-30;heitor.leão@trabalhopuc.br;+55 21 0506 9515;Avenida da Cunha, 2 Lorena 30369267 Leão de Pacheco / CE
18324;Giovanna Barros;F;138.520.947-04;1952-05-06;giovanna.barros@trabalhopuc.br;+55 41 5726-4251;Esplanada Davi Miguel Santos Senhor Dos Passos 78464-716 Pacheco Grande / BA
938145;Carolina da Costa;F;240.315.986-70;1975-07-07;carolina.dacosta@trabalhopuc.br;0800-305-5854;Loteamento da Cunha Lindéia 05908-099 Sales do Norte / RO
887222;Fernanda Aragão;F;683.927.510-86;1964-09-02;fernanda.aragão@trabalhopuc.br;0500-690-8254;Viela de da Rosa, 97 Santa Amelia 16453-791 Borges das Pedras / SE
936817;Oliver Pastor;M;475.381.209-04;1965-10-14;oliver.pastor@trabalhopuc.br;84 0409-4062;Morro Rodrigues, 79 Novo São Lucas 82057-177 Macedo / SP
884465;Maria Julia Ferreira;F;149.705.623-34;1975-05-27;maria julia.ferreira@trabalhopuc.br;+55 (051) 4210 2728;Lagoa de Fonseca, 43 Esperança 31953-544 da Cruz / RN
595420;Rhavi Castro;M;297.381.650-59;1987-08-03;rhavi.castro@trabalhopuc.br;84 0082-4095;Rua Correia, 29 Carlos Prates 99519-088 Albuquerque / GO
379357;Mariane Brito;F;961.283.407-50;1969-04-22;mariane.brito@trabalhopuc.br;+55 51 4342 8547;Chácara Larissa Pimenta, 129 Jardim América 00947398 Gonçalves da Serra / AC
951950;Luana Casa Grande;F;546.931.872-91;1980-04-10;luana.casagrande@trabalhopuc.br;+55 41 5895 3720;Trevo Novaes, 90 Vila Jardim São José 77248-742 Ramos / DF
640423;Maria Sophia Monteiro;F;518.094.267-58;1981-12-13;maria sophia.monteiro@trabalhopuc.br;+55 31 4177-9413;Sítio de Freitas, 64 Ouro Minas 43020-240 Castro Paulista / RN
738183;Isaque da Costa;M;472.983.061-03;1957-05-26;isaque.dacosta@trabalhopuc.br;+55 (051) 5262 7701;Chácara da Luz, 24 Jardim Vitoria 49551420 Barros / MS
553202;Apollo Viana;M;245.730.869-00;1977-09-16;apollo.viana@trabalhopuc.br;(081) 5530 4277;Morro Maria Clara Novaes, 836 Beija Flor 05280-833 Santos / MA
667857;Hadassa Leão;F;658.201.947-30;1963-07-01;hadassa.leão@trabalhopuc.br;0500-087-6752;Chácara Davi Miguel Dias, 34 Jardim São José 33969-777 Caldeira / SC
110568;Sarah Monteiro;F;307.219.584-60;1990-03-10;sarah.monteiro@trabalhopuc.br;+55 21 6801 4390;Setor Emilly Montenegro, 5 São Cristóvão 69905-504 da Costa Grande / PB
708625;Rael Cirino;M;604.327.519-80;1993-05-03;rael.cirino@trabalhopuc.br;(061) 2185 5430;Conjunto de Duarte, 76 Santa Inês 01730-477 Azevedo do Galho / AL
122237;João Pedro Souza;M;485.701.923-04;1973-08-25;joão pedro.souza@trabalhopuc.br;+55 41 0642-3468;Rua Sousa, 6 Luxemburgo 98826-875 Porto da Praia / SP
778737;Igor Leão;M;283.176.094-13;1976-12-09;igor.leão@trabalhopuc.br;+55 (041) 4054 0491;Via de da Conceição, 64 Araguaia 55062-091 Siqueira / SE
819568;Caleb Rezende;M;806.514.392-05;1980-01-13;caleb.rezende@trabalhopuc.br;(051) 5068-0186;Travessa Sarah Macedo, 94 Vila Aeroporto 66490012 Montenegro / PB
90261;Luiza Cavalcante;F;863.091.524-24;1994-09-11;luiza.cavalcante@trabalhopuc.br;+55 (081) 2171-9814;Sítio da Rocha, 87 Novo Glória 90152-855 Lopes / DF
542939;Calebe Teixeira;M;253.089.714-04;1981-04-20;calebe.teixeira@trabalhopuc.br;+55 51 7183 1228;Estação de da Cunha Buraco Quente 35524-939 da Conceição Paulista / AP
141222;Maria Eduarda Martins;F;459.267.301-80;1950-02-05;maria eduarda.martins@trabalhopuc.br;(041) 0340-9439;Fazenda Pacheco, 2 Serra Do Curral 95661-604 Guerra de das Neves / SC
312167;Mirella Farias;F;568.342.170-53;1994-02-14;mirella.farias@trabalhopuc.br;41 3325 3970;Rodovia Vasconcelos, 12 Bandeirantes 50965276 Novais / MA
615399;Clara Pimenta;F;376.109.582-12;1967-06-10;clara.pimenta@trabalhopuc.br;11 2417 4095;Residencial Moraes Nova Vista 76844643 Campos de Pinto / SP
406544;Mateus Dias;M;136.459.807-84;1985-02-24;mateus.dias@trabalhopuc.br;+55 84 8669-3889;Condomínio Cardoso, 5 Santa Margarida 09267714 Guerra do Sul / RJ
743286;Rebeca Cardoso;F;462.315.098-42;1995-09-29;rebeca.cardoso@trabalhopuc.br;+55 (061) 7925-0153;Passarela de da Luz, 40 Fazendinha 29391143 Araújo / PE
331909;Daniel da Rosa;M;804.127.956-20;1965-01-01;daniel.darosa@trabalhopuc.br;(071) 6419 3519;Lago de Novais, 898 Marieta 1ª Seção 38260184 Vargas / DF
822489;Otávio Gomes;M;197.620.534-43;1993-08-15;otávio.gomes@trabalhopuc.br;0300-129-3526;Passarela de Pires, 43 Vila Maloca 97511-852 Garcia Grande / PA
279176;Ester Fernandes;F;893.475.612-82;1979-06-05;ester.fernandes@trabalhopuc.br;+55 (061) 1929-0150;Vereda Lopes, 384 Barreiro 22755996 Duarte do Amparo / PA
892547;João Ferreira;M;859.067.421-58;1987-05-02;joão.ferreira@trabalhopuc.br;+55 (061) 4351 2352;Lago Moura, 64 Vila Nova Gameleira 3ª Seção 71447147 Novais Alegre / RO
959113;Levi Siqueira;M;591.803.246-06;1990-02-19;levi.siqueira@trabalhopuc.br;+55 (051) 9108-7447;Praça de da Mota, 75 Vila Paraíso 14841-598 Aparecida / ES
600574;Juliana Borges;F;635.792.410-52;1962-06-06;juliana.borges@trabalhopuc.br;84 6293-5676;Recanto Luan Pastor, 56 Vila Santa Monica 1ª Seção 96440-210 Sales do Campo / MG
333672;Pietra Ribeiro;F;876.902.534-74;1955-04-14;pietra.ribeiro@trabalhopuc.br;+55 11 5010 5404;Aeroporto de Machado, 15 Vila Da Paz 75229395 Rodrigues / SC
815027;Maya Machado;F;206.458.937-65;1993-07-24;maya.machado@trabalhopuc.br;+55 (071) 4817 3105;Campo de Siqueira, 44 São Damião 55780423 da Paz do Amparo / AP
382162;Henry Gabriel Pimenta;M;249.571.068-94;1955-08-09;henry gabriel.pimenta@trabalhopuc.br;+55 (041) 3365 4198;Viela Clara Sales, 1 Santa Tereza 98926470 Garcia do Sul / TO
3011;Rafael Abreu;M;028.943.576-56;1982-05-15;rafael.abreu@trabalhopuc.br;(041) 1646-7021;Vale Ramos, 65 Ouro Minas 14973-506 Rios Verde / PI
654729;Nathan da Cruz;M;845.670.913-10;1993-01-25;nathan.dacruz@trabalhopuc.br;+55 71 2644 7852;Lago Rocha, 88 Centro 89113834 Cirino das Flores / MS
394545;Léo Sousa;M;201.978.364-96;1969-12-24;léo.sousa@trabalhopuc.br;+55 21 1763 0612;Esplanada de da Luz, 35 Lagoa 82814-114 Teixeira de da Rocha / MS
672986;Maria Laura Castro;F;638.247.951-91;1986-07-27;maria laura.castro@trabalhopuc.br;+55 81 7117-3774;Área de Macedo, 1 Havaí 16883999 Costela / AP
73018;Jade Oliveira;F;413.798.256-28;1950-08-05;jade.oliveira@trabalhopuc.br;11 6159 8451;Alameda de Almeida, 93 Cdi Jatoba 01889355 Fonseca / AC
876678;Laura Novais;F;930.254.687-00;1984-12-04;laura.novais@trabalhopuc.br;0300 264 8298;Área Marcos Vinicius Pastor Lindéia 11021-937 Alves de Minas / MG
393707;Cecília Sousa;F;617.930.854-39;1995-10-12;cecília.sousa@trabalhopuc.br;+55 (051) 6487-1898;Estrada Martins, 8 Grota 40144892 Pimenta das Flores / GO
155097;Luiz Henrique Oliveira;M;579.023.486-00;1966-09-26;luiz henrique.oliveira@trabalhopuc.br;+55 11 6900 3491;Chácara Novaes, 8 Conjunto Califórnia I 45812026 Ribeiro de Moreira / CE
449644;Raquel Silveira;F;356.248.097-00;1976-04-28;raquel.silveira@trabalhopuc.br;(084) 3711-9915;Quadra de Albuquerque, 65 Nova Vista 63347-941 Câmara / RR
557873;Cecília Andrade;F;165.324.087-35;1972-04-07;cecília.andrade@trabalhopuc.br;71 0189-6302;Sítio Cassiano, 6 Ermelinda 03390642 Lopes / AP
262981;Bryan Fonseca;M;873.954.620-92;1986-12-14;bryan.fonseca@trabalhopuc.br;(021) 0399-8004;Sítio das Neves, 4 Aparecida 7ª Seção 13689-182 da Mata da Mata / AP
435048;Ian Rocha;M;810.936.245-15;1975-06-03;ian.rocha@trabalhopuc.br;+55 (081) 6472 5060;Vila Ian Fernandes, 44 Vila Copacabana 71395058 Costa de Goiás / AL
61885;Lucas Almeida;M;206.375.149-80;1982-02-28;lucas.almeida@trabalhopuc.br;0800-293-0409;Passarela Fogaça, 9 São Pedro 21238353 Cardoso de Minas / AP
108516;Sara Porto;F;732.418.069-87;1961-03-29;sara.porto@trabalhopuc.br;(084) 1934 5479;Vereda Ana Luiza da Rosa, 741 Cidade Nova 17458-496 Araújo / DF
712888;Luan Porto;M;920.463.871-04;1982-05-18;luan.porto@trabalhopuc.br;(084) 5592-6188;Vale de Machado, 30 Maria Tereza 58160615 Moreira / AC
2098;Gabriel Peixoto;M;586.402.917-30;1976-11-06;gabriel.peixoto@trabalhopuc.br;0900-847-4006;Praça Nascimento, 12 Serra 68050070 Viana / RJ
303014;Bianca Aparecida;F;280.497.365-47;1974-07-14;bianca.aparecida@trabalhopuc.br;(021) 7794 3534;Estação Dom Ramos, 658 Horto 65467-195 Novais das Flores / RO
149303;Maysa Garcia;F;795.382.614-37;1976-11-29;maysa.garcia@trabalhopuc.br;+55 51 6638 7657;Viela de Casa Grande Grajaú 21351802 Cunha / PA
16358;Maria Luísa Sousa;F;706.452.983-10;1973-01-05;maria luísa.sousa@trabalhopuc.br;31 1622 3210;Favela Camargo, 13 São Jorge 3ª Seção 76145136 Andrade do Campo / SP
791617;Caleb da Mota;M;740.392.685-47;1982-01-04;caleb.damota@trabalhopuc.br;61 9400 9579;Viaduto Sara das Neves, 69 Paraíso 53293-199 Sousa / PB
322183;Vitor Gabriel Aragão;M;295.037.684-38;1954-01-06;vitor gabriel.aragão@trabalhopuc.br;+55 31 1623-2872;Distrito Guerra, 405 Buritis 10484535 Siqueira / MG
347670;Hadassa Jesus;F;236.071.849-50;1962-02-20;hadassa.jesus@trabalhopuc.br;0500 891 2768;Esplanada de Sousa, 36 Vila Engenho Nogueira 99983-779 Guerra Paulista / PE
829386;Bruno Sá;M;753.046.981-93;1992-08-16;bruno.sá@trabalhopuc.br;+55 11 5376-1211;Viela de Nascimento, 92 Vila Madre Gertrudes 1ª Seção 45598313 Viana / AL
682874;Rhavi Vieira;M;865.421.397-37;1967-08-19;rhavi.vieira@trabalhopuc.br;+55 (051) 1161 9646;Colônia de Souza, 132 Conjunto Jardim Filadélfia 91492169 Cunha / AM
239110;Theo Barbosa;M;137.289.450-05;1960-09-09;theo.barbosa@trabalhopuc.br;41 7532 6595;Favela Thales Leão, 659 Maria Goretti 36258805 Campos / RN
408820;Aurora Leão;F;285.740.196-58;1986-05-25;aurora.leão@trabalhopuc.br;61 4404-9406;Feira de Nascimento, 64 Custodinha 67703-391 Siqueira / AP
406776;Lara Freitas;F;268.947.513-82;1976-01-25;lara.freitas@trabalhopuc.br;+55 (031) 3485-4217;Conjunto Otávio da Luz, 17 Leticia 22528-332 Sales Verde / MS
730939;Antônio Duarte;M;537.091.284-04;1980-02-05;antônio.duarte@trabalhopuc.br;(051) 5028-9751;Estrada Lunna Cunha, 25 Barão Homem De Melo 1ª Seção 00669058 da Luz Paulista / GO
590825;Lavínia Aparecida;F;852.913.467-28;1959-05-08;lavínia.aparecida@trabalhopuc.br;(084) 2343 4341;Ladeira Ana Beatriz Gomes, 54 Vila Mangueiras 99504-779 da Cunha da Mata / AL
549858;Rael Rocha;M;872.396.154-64;1974-06-28;rael.rocha@trabalhopuc.br;0300-281-1759;Recanto Souza, 13 Vila Tirol 13813-812 Sales de Cassiano / RO
661187;Luiz Otávio Ribeiro;M;043.182.975-60;1957-07-10;luiz otávio.ribeiro@trabalhopuc.br;+55 (084) 3071-1243;Trevo Alves Vila Aeroporto 65978944 Moreira Alegre / PI
395808;Felipe Rocha;M;415.862.037-62;1983-06-13;felipe.rocha@trabalhopuc.br;0300-520-6462;Estação Luiz Felipe Gomes, 61 Nova Cintra 22675722 Nunes / AL
25011;Emanuella da Cruz;F;294.836.170-22;1988-05-27;emanuella.dacruz@trabalhopuc.br;(041) 7228 1004;Vale Aylla Pastor, 30 Diamante 03711098 Pimenta / AP
637234;João Pedro Macedo;M;278.609.531-02;1994-03-19;joão pedro.macedo@trabalhopuc.br;+55 61 3699-0169;Vila Porto Itaipu 10015-147 Sales / RR
967691;Dante Moura;M;098.253.417-50;1957-08-08;dante.moura@trabalhopuc.br;+55 11 3798-6678;Praça Moraes, 13 Vila Oeste 53632-106 Ramos do Amparo / PA
978744;João Cavalcanti;M;486.250.971-11;1978-03-25;joão.cavalcanti@trabalhopuc.br;+55 31 1503 8143;Colônia Vasconcelos, 64 Vila Cemig 96100-406 da Mata / RN
355556;Thales Gomes;M;048.129.765-02;1959-09-27;thales.gomes@trabalhopuc.br;51 9687 6396;Feira Ana Cecília Souza, 27 Santa Amelia 87363989 Vargas / MS
742024;Lucas Cassiano;M;401.768.953-10;1957-08-10;lucas.cassiano@trabalhopuc.br;84 6109-2869;Feira Sophia Aragão, 92 Belvedere 43054-281 Câmara / RS
58902;Ryan Teixeira;M;316.879.042-78;1962-10-31;ryan.teixeira@trabalhopuc.br;(081) 0031-3747;Trecho Clara Barros, 6 Vila Nova Gameleira 3ª Seção 60794-152 da Conceição / MA
169829;Cauã Almeida;M;624.709.518-01;1994-06-30;cauã.almeida@trabalhopuc.br;+55 11 0572 4092;Rua José Casa Grande Vila Jardim Alvorada 28614-756 Barbosa / AC
126708;Davi Mendes;M;359.267.810-86;1994-09-16;davi.mendes@trabalhopuc.br;+55 (021) 3098 7979;Viela Dias, 90 Coqueiros 09378-915 Ramos Alegre / RO
18033;Gael Porto;M;451.203.987-23;1993-10-09;gael.porto@trabalhopuc.br;(084) 2199 7470;Rodovia de Silveira, 2 Padre Eustáquio 25511-142 Monteiro / SC
417825;Brayan Pires;M;347.205.891-97;1968-11-14;brayan.pires@trabalhopuc.br;(021) 0558 3852;Rodovia de da Mota, 6 Vila Independencia 3ª Seção 05224433 Camargo dos Dourados / PE
626209;Kamilly Rodrigues;F;471.539.820-60;1974-11-13;kamilly.rodrigues@trabalhopuc.br;(071) 8457 1637;Trecho Camargo, 27 Vila Madre Gertrudes 3ª Seção 48631-211 Jesus do Amparo / MA
909663;Mateus Pimenta;M;270.384.196-50;1954-12-28;mateus.pimenta@trabalhopuc.br;(011) 1510 9717;Praia João Guilherme Pastor, 274 Santana Do Cafezal 80195-820 Pereira de Minas / AP
282503;Isabel Azevedo;F;801.927.564-94;1972-07-16;isabel.azevedo@trabalhopuc.br;+55 (061) 4242 0865;Lago de da Cruz, 7 Vila Nova Cachoeirinha 3ª Seção 09949152 Castro Grande / SP
332367;João Lucas Sales;M;204.391.876-13;1976-04-27;joão lucas.sales@trabalhopuc.br;84 6611-6017;Setor de Cassiano, 78 Minas Caixa 70028-695 Teixeira / AL
84669;Ravi Fernandes;M;849.170.563-57;1951-10-21;ravi.fernandes@trabalhopuc.br;+55 (041) 7702-9626;Trecho de Cardoso, 294 Vila Pinho 15336402 Oliveira de Cassiano / PR
668752;Davi Lucas Silveira;M;379.280.156-68;1950-11-05;davi lucas.silveira@trabalhopuc.br;31 0570-1897;Sítio de Sampaio Eymard 35356315 Nogueira / RR
465562;Calebe Cunha;M;976.584.012-85;1960-03-05;calebe.cunha@trabalhopuc.br;+55 (081) 2673 9160;Lagoa da Cunha, 5 Vila Aeroporto 77459350 Pinto / AL
374668;Sarah Pereira;F;042.837.159-05;1952-10-20;sarah.pereira@trabalhopuc.br;+55 (051) 7407-1770;Passarela Vitor Gabriel Melo, 26 Granja De Freitas 53418-189 Moraes / MA
